UserId,Questions,Answers,Reputation
"10853","26","205","7643"
"691884","1","164","7641"
"602661","25","345","7639"
"175201","1","415","7639"
"77004","48","145","7639"
"328862","9","209","7636"
"38140","57","72","7634"
"1177636","6","269","7634"
"81491","74","133","7634"
"1457000","1","162","7633"
"23233","0","48","7633"
"118959","0","231","7629"
"436938","1","175","7629"
"646634","6","253","7629"
"118631","8","44","7628"
"675078","0","225","7628"
"58508","1","114","7626"
"211840","0","149","7623"
"240950","30","235","7622"
"276076","1","216","7621"
"512715","1","126","7620"
"4001","13","114","7620"
"833362","2","186","7620"
"482506","119","204","7620"
"9414","4","39","7619"
"371940","1","209","7618"
"457","12","81","7616"
"81514","210","137","7616"
"1426891","0","277","7616"
"374746","1","262","7616"
"164439","18","198","7614"
"317989","11","297","7613"
"43662","34","170","7613"
"1932588","2","494","7612"
"1454806","2","122","7611"
"143476","216","69","7610"
"1762","16","310","7609"
"78738","0","148","7609"
"145989","161","353","7608"
"1097","7","175","7606"
"1289388","1","365","7606"
"1054961","1","365","7604"
"181108","5","208","7604"
"160671","0","421","7603"
"66229","9","140","7603"
"731138","44","252","7602"
"412763","23","417","7602"
"244343","11","241","7602"
"951860","21","215","7602"
"1265","12","121","7601"
"814253","54","448","7600"
"510","2","116","7599"
"121687","20","342","7599"
"123378","8","168","7597"
"38743","220","168","7597"
"1348","107","160","7597"
"441426","0","1","7596"
"45311","224","209","7595"
"19594","2","222","7591"
"10527","9","350","7591"
"1109988","54","498","7590"
"5304","51","149","7590"
"111995","5","17","7590"
"550471","70","126","7590"
"567435","42","583","7590"
"62195","17","128","7589"
"102008","25","105","7589"
"128581","21","101","7587"
"134702","205","212","7586"
"519718","25","474","7586"
"577334","24","231","7584"
"861565","4","350","7582"
"372871","15","325","7582"
"139652","1","249","7581"
"1341","33","71","7581"
"201125","4","337","7579"
"88070","9","105","7579"
"3362","35","48","7578"
"784858","3","207","7578"
"10784","26","161","7577"
"311525","42","125","7575"
"580951","26","405","7575"
"630784","23","400","7574"
"927652","16","392","7574"
"1017941","26","308","7573"
"356440","126","274","7572"
"414027","111","527","7572"
"556617","10","286","7568"
"1396314","30","238","7567"
"138557","179","228","7566"
"563381","20","252","7565"
"1810243","3","322","7565"
"61479","16","465","7564"
"49489","3","210","7560"
"141502","5","158","7556"
"191953","0","166","7556"
"203137","120","152","7556"
"1066828","319","489","7555"
"588034","0","1","7554"
"203667","2","128","7553"
"502194","1","274","7553"
"11963","10","128","7552"
"226648","7","250","7551"
"27314","36","97","7549"
"1007273","2","278","7549"
"463139","0","425","7548"
"538551","64","235","7548"
"3263","48","108","7548"
"27482","23","397","7548"
"1768","130","123","7547"
"261770","21","278","7547"
"144496","46","294","7547"
"262808","0","108","7547"
"55453","0","30","7546"
"293024","5","301","7545"
"58549","7","172","7540"
"1065868","12","339","7539"
"249460","33","360","7538"
"206302","6","222","7537"
"15649","48","62","7536"
"518204","39","198","7535"
"23512","8","139","7534"
"20754","6","173","7532"
"158773","0","50","7532"
"60580","1","122","7532"
"660536","107","329","7530"
"13753","34","172","7528"
"2955","38","224","7528"
"224334","6","300","7527"
"1070","5","333","7527"
"546205","5","404","7526"
"19501","72","212","7525"
"2095","31","92","7525"
"863980","41","49","7524"
"1122135","2","193","7524"
"149","30","211","7523"
"167996","20","233","7523"
"907590","12","290","7523"
"174335","0","125","7521"
"174983","94","444","7521"
"336929","222","322","7521"
"699978","318","126","7520"
"463243","0","305","7518"
"1404311","13","329","7518"
"130659","15","197","7517"
"267404","10","136","7516"
"1613573","0","217","7513"
"1577396","168","461","7512"
"1736297","2","296","7512"
"23249","100","207","7512"
"3839","36","188","7509"
"14619","20","187","7508"
"64106","137","38","7507"
"81053","15","220","7506"
"227","8","85","7506"
"327934","11","24","7506"
"580","18","86","7505"
"475150","5","230","7504"
"74772","40","113","7503"
"1493698","7","200","7501"
"1145086","5","508","7501"
"280693","93","262","7499"
"46768","92","108","7499"
"1364206","6","130","7498"
"385950","18","205","7497"
"1634846","0","336","7497"
"13911","37","349","7496"
"300098","61","224","7496"
"231837","22","200","7496"
"258791","0","280","7496"
"292219","14","111","7496"
"1202968","0","286","7496"
"709635","54","53","7495"
"29262","8","90","7495"
"153545","14","373","7495"
"83741","28","199","7495"
"54806","8","234","7494"
"22417","1","175","7494"
"6399","62","215","7493"
"855421","53","290","7491"
"1463922","16","310","7491"
"1679537","8","258","7489"
"1113772","21","1115","7488"
"131084","2","146","7488"
"222815","13","255","7485"
"56672","33","328","7484"
"447341","72","334","7483"
"220847","22","138","7482"
"2442099","0","596","7480"
"279395","39","161","7480"
"303612","55","235","7479"
"956265","4","414","7479"
"480949","14","110","7479"
"2138752","272","682","7478"
"824472","0","189","7477"
"911519","40","347","7476"
"59704","47","172","7476"
"199","89","98","7476"
"250164","35","229","7475"
"25688","49","223","7474"
"29057","0","53","7473"
"639406","115","396","7473"
"4541","54","13","7472"
"39892","0","125","7471"
"35829","47","310","7471"
"445330","8","148","7471"
"23786","4","212","7470"
"98422","138","184","7469"
"754997","0","31","7468"
"1666116","0","340","7467"
"1040885","0","693","7467"
"643141","0","265","7467"
"440739","9","215","7465"
"84021","3","57","7464"
"54736","17","88","7463"
"86485","12","187","7463"
"82474","167","95","7462"
"186193","114","221","7462"
"664861","0","1","7461"
"54609","4","105","7460"
"11569","3","211","7458"
"524946","0","285","7456"
"30529","36","24","7456"
"9371","0","232","7455"
"446529","74","202","7455"
"10823","17","386","7453"
"72746","139","290","7453"
"10468","69","189","7453"
"66814","255","49","7452"
"1031417","268","279","7451"
"109618","79","148","7451"
"457819","1","112","7451"
"1464696","0","282","7451"
"17335","4","252","7450"
"328848","38","407","7450"
"111331","19","267","7449"
"131615","9","137","7448"
"302908","118","259","7448"
"117539","5","176","7447"
"85309","70","197","7443"
"81520","79","222","7443"
"318317","14","221","7442"
"427485","8","260","7440"
"751268","23","313","7440"
"523391","1","261","7440"
"951607","0","241","7440"
"241717","211","276","7437"
"601224","0","286","7437"
"4003","29","103","7436"
"1324","4","306","7435"
"631","47","82","7435"
"472495","30","494","7435"
"1018659","2","412","7435"
"19839","20","88","7434"
"446","3","15","7434"
"291737","10","354","7434"
"211292","8","219","7433"
"131227","56","217","7433"
"956397","105","407","7432"
"365251","858","10","7432"
"52589","30","251","7432"
"372617","13","329","7432"
"16549","8","271","7431"
"47020","6","234","7431"
"1432140","0","312","7431"
"821657","4","436","7429"
"2310289","0","757","7428"
"458501","2","334","7428"
"74291","9","92","7427"
"774651","10","273","7427"
"206020","9","168","7426"
"1745672","1","554","7424"
"411393","15","225","7423"
"523100","28","211","7421"
"47775","187","86","7421"
"21590","5","43","7420"
"14099","2","70","7419"
"2144669","0","245","7419"
"280730","4","199","7418"
"559026","53","377","7416"
"495470","9","436","7416"
"137902","1","55","7416"
"283296","475","21","7414"
"1930386","0","210","7412"
"560567","2","310","7410"
"2597","13","65","7410"
"221619","22","150","7410"
"476747","31","159","7409"
"594183","2","258","7408"
"368003","10","388","7408"
"6408","39","53","7407"
"338204","144","21","7407"
"131595","17","223","7405"
"2844319","1","476","7404"
"38803","80","74","7403"
"232155","2","202","7402"
"109103","0","65","7401"
"944919","238","524","7401"
"2441","6","222","7400"
"687262","7","499","7400"
"4491","69","20","7399"
"11545","154","79","7399"
"9476","158","233","7399"
"976155","0","348","7399"
"27536","1","189","7398"
"484441","1","332","7397"
"21905","6","9","7397"
"697370","5","355","7397"
"1865","17","98","7396"
"94278","423","187","7396"
"2684539","0","416","7394"
"199712","325","213","7393"
"200145","249","42","7393"
"1532460","2","207","7393"
"1404505","4","287","7391"
"1630665","2","286","7390"
"288032","159","66","7389"
"736308","6","423","7388"
"939","31","31","7388"
"120457","116","139","7387"
"127863","17","90","7386"
"261142","11","235","7386"
"1980282","7","479","7386"
"545027","1","182","7383"
"1046057","11","299","7382"
"12476","1","244","7382"
"968422","20","385","7379"
"333698","0","161","7379"
"1715673","99","244","7378"
"163177","80","90","7378"
"4316","7","9","7377"
"1148648","2","230","7377"
"90998","14","69","7376"
"860000","16","220","7374"
"8799","15","95","7374"
"473914","3","231","7371"
"347807","48","294","7371"
"426834","3","274","7370"
"1062250","0","314","7369"
"1290438","4","416","7369"
"160314","13","89","7368"
"173101","0","176","7368"
"345188","7","228","7368"
"377260","3","165","7367"
"1185624","0","424","7367"
"90573","0","123","7365"
"39057","25","103","7365"
"1709728","8","283","7365"
"420015","38","194","7363"
"267025","46","260","7362"
"392118","0","4","7362"
"69713","0","137","7359"
"1290731","1","378","7357"
"192910","590","224","7356"
"9","19","49","7356"
"1254","16","158","7354"
"104252","12","75","7351"
"890936","34","337","7350"
"844726","12","365","7349"
"24215","11","214","7348"
"1333873","210","188","7346"
"909376","4","273","7345"
"87427","14","225","7345"
"64967","20","313","7344"
"74865","268","92","7342"
"248123","14","240","7340"
"1305696","3","139","7339"
"470838","18","226","7339"
"162137","17","290","7338"
"135078","16","368","7337"
"58014","12","98","7336"
"22294","13","85","7335"
"1798387","8","244","7335"
"43907","604","1","7334"
"314661","275","49","7333"
"180286","33","256","7332"
"6340","32","28","7329"
"977676","3","266","7328"
"946312","71","195","7326"
"533260","11","580","7325"
"42475","14","127","7325"
"704832","1","394","7324"
"20980","0","197","7323"
"808940","0","254","7323"
"326389","425","26","7322"
"70261","2","107","7321"
"18774","2","176","7320"
"538216","17","231","7320"
"967484","385","78","7317"
"824750","8","322","7317"
"447023","83","294","7316"
"2732801","4","424","7315"
"16725","34","306","7313"
"812115","19","427","7313"
"25844","3","219","7313"
"30316","18","134","7311"
"393908","57","384","7309"
"1085940","6","573","7308"
"1491200","9","287","7307"
"34880","14","205","7306"
"12086","2","89","7306"
"265261","182","123","7305"
"316300","25","259","7305"
"130121","53","244","7304"
"779408","133","230","7304"
"208997","9","242","7303"
"27328","131","23","7302"
"42223","152","49","7301"
"522877","40","328","7301"
"88204","18","208","7298"
"2614013","4","239","7294"
"113662","14","165","7294"
"397991","375","36","7294"
"1012097","13","364","7293"
"713558","2","153","7292"
"9636","83","120","7292"
"2021193","13","295","7292"
"1371853","6","160","7290"
"189511","2","58","7289"
"434223","52","218","7288"
"1031175","0","160","7288"
"1195273","57","244","7288"
"62951","58","269","7287"
"192264","1","203","7287"
"64618","16","115","7287"
"93781","154","98","7285"
"434004","8","252","7285"
"2696","7","72","7282"
"475","40","82","7282"
"18866","37","76","7281"
"87416","52","170","7280"
"122507","31","263","7280"
"2517","10","97","7279"
"12458","66","104","7279"
"802203","12","373","7279"
"135007","4","356","7278"
"1382251","71","484","7278"
"56079","85","143","7278"
"16974","15","12","7277"
"35322","0","160","7277"
"393488","0","458","7277"
"624472","0","222","7275"
"72000","9","144","7274"
"863380","12","306","7274"
"517832","3","151","7271"
"380","27","181","7271"
"525780","4","68","7271"
"472226","4","354","7271"
"592920","4","219","7271"
"146041","18","236","7270"
"650425","35","441","7269"
"32043","60","166","7269"
"1931622","8","576","7267"
"341065","62","304","7266"
"303810","14","307","7266"
"465223","5","197","7265"
"76465","80","263","7264"
"2069350","3","283","7263"
"637284","8","249","7263"
"33015","23","150","7263"
"1599619","4","892","7262"
"42009","8","139","7262"
"161176","16","177","7261"
"368296","0","115","7260"
"512904","39","207","7258"
"180664","11","337","7254"
"332565","2","344","7254"
"104117","7","282","7253"
"557597","2","777","7253"
"37494","104","215","7253"
"2783","3","60","7250"
"828625","79","288","7250"
"192812","55","206","7249"
"322","15","74","7247"
"336186","90","336","7245"
"468592","68","361","7244"
"147211","8","291","7241"
"22780","8","232","7241"
"86515","8","238","7240"
"107250","10","160","7240"
"16526","9","146","7240"
"83304","4","134","7240"
"600953","41","210","7238"
"22147","24","312","7238"
"340947","496","175","7237"
"429521","12","151","7235"
"949300","20","474","7235"
"117642","131","127","7235"
"33969","20","283","7234"
"300807","27","143","7233"
"844210","11","444","7231"
"198315","14","146","7231"
"540312","7","174","7230"
"352131","42","350","7230"
"449958","0","295","7230"
"37231","5","332","7230"
"48424","52","94","7229"
"62923","31","331","7229"
"20504","3","205","7228"
"872719","25","415","7228"
"301303","13","399","7227"
"585105","1","91","7227"
"54259","85","166","7227"
"1153","6","73","7226"
"303","43","35","7226"
"62608","4","227","7223"
"182895","3","282","7220"
"854396","35","513","7220"
"62776","184","114","7219"
"23324","7","117","7218"
"180892","59","78","7217"
"56524","199","389","7215"
"1182982","157","303","7215"
"1691231","8","409","7215"
"1415038","7","311","7215"
"99377","30","161","7214"
"12704","15","215","7213"
"276959","291","161","7213"
"595319","0","1","7212"
"133203","30","197","7212"
"1212341","21","191","7212"
"278385","1","126","7211"
"612181","0","321","7211"
"699","78","209","7211"
"1796","91","232","7209"
"61072","113","69","7207"
"23671","88","103","7206"
"1464763","2","330","7205"
"18091","83","142","7203"
"39068","110","211","7203"
"9940","42","106","7202"
"973348","0","203","7200"
"381","43","28","7200"
"296108","99","132","7199"
"25824","1","235","7198"
"401510","6","53","7197"
"13824","9","153","7196"
"144152","364","42","7192"
"712765","19","219","7192"
"148335","9","152","7191"
"1287183","4","216","7190"
"498699","7","396","7189"
"1218997","0","179","7187"
"310892","10","83","7184"
"523692","8","177","7184"
"43959","10","222","7183"
"620181","1","78","7182"
"344769","79","188","7182"
"12712","2","256","7180"
"406987","1","276","7180"
"7679","15","172","7180"
"1150712","31","315","7180"
"238128","0","178","7180"
"340128","25","291","7175"
"1667969","0","347","7175"
"2353911","0","355","7175"
"576119","4","194","7173"
"528262","6","239","7173"
"14356","15","104","7172"
"2044766","16","256","7172"
"280474","0","203","7172"
"46187","18","80","7171"
"391104","562","4","7171"
"593382","16","444","7170"
"19090","8","194","7170"
"98877","8","183","7169"
"13375","6","156","7167"
"515005","0","98","7166"
"241774","3","273","7166"
"135318","249","72","7164"
"254364","23","143","7163"
"477480","1","8","7163"
"83889","29","280","7162"
"1813858","2","372","7161"
"838912","31","399","7160"
"14966","22","113","7160"
"1950649","0","159","7160"
"1041822","3","182","7158"
"293099","31","197","7156"
"243559","0","51","7155"
"94813","181","123","7155"
"252552","52","238","7155"
"5058","50","225","7154"
"486578","565","5","7154"
"1431239","17","414","7154"
"50356","26","205","7153"
"241876","4","276","7153"
"556479","294","231","7153"
"768472","488","153","7152"
"4500","24","168","7152"
"1776603","4","269","7152"
"204042","9","344","7152"
"660175","0","223","7151"
"200322","94","121","7151"
"418055","87","73","7151"
"78093","55","110","7149"
"368864","56","223","7148"
"54187","3","19","7147"
"786935","40","324","7146"
"1247","35","140","7146"
"1201324","2","352","7145"
"171436","0","135","7145"
"95509","23","165","7144"
"346561","30","198","7144"
"429949","0","271","7143"
"203600","5","209","7142"
"58220","3","220","7142"
"118860","24","430","7140"
"101197","18","347","7139"
"1462604","22","339","7137"
"268742","7","228","7134"
"748","2","124","7134"
"659854","6","268","7133"
"1117415","4","202","7133"
"1351522","1","163","7133"
"161832","8","140","7132"
"1137134","0","221","7132"
"333074","0","330","7131"
"485406","138","440","7129"
"172074","10","170","7127"
"1096794","5","309","7126"
"360899","10","86","7125"
"48886","184","204","7125"
"533646","4","139","7125"
"41874","0","214","7124"
"820813","5","307","7123"
"778719","17","248","7123"
"685923","29","322","7123"
"52734","5","96","7123"
"921110","6","222","7123"
"22080","4","239","7122"
"164075","6","85","7121"
"1727645","9","394","7120"
"359035","18","384","7120"
"1749895","52","412","7120"
"59470","31","228","7119"
"111461","8","66","7119"
"250294","5","277","7115"
"83605","2","160","7114"
"321862","251","296","7114"
"516725","27","205","7114"
"1841054","12","330","7112"
"309058","0","77","7110"
"246119","21","207","7108"
"596689","10","150","7107"
"7780","16","161","7107"
"243999","155","73","7107"
"196970","6","144","7106"
"245549","424","11","7106"
"33499","2","277","7104"
"654870","45","166","7103"
"199554","5","197","7103"
"1140748","25","249","7101"
"234922","24","140","7099"
"37207","14","173","7097"
"411954","111","317","7097"
"228298","14","293","7095"
"454638","7","270","7095"
"393077","31","212","7094"
"214796","58","253","7093"
"27306","9","271","7092"
"64329","31","135","7092"
"205229","20","302","7092"
"193256","24","292","7091"
"8819","13","60","7090"
"4869","15","76","7090"
"98069","1","81","7089"
"425741","38","42","7089"
"63550","42","163","7086"
"239916","68","154","7086"
"1560850","40","315","7084"
"831531","8","306","7083"
"789186","56","389","7081"
"254441","0","285","7081"
"257942","212","3","7079"
"2797","12","66","7079"
"1820446","0","253","7079"
"106658","76","131","7077"
"489560","22","196","7076"
"237321","4","200","7076"
"23896","4","33","7075"
"269581","18","284","7075"
"2401981","14","380","7074"
"2506","16","92","7074"
"100363","10","143","7072"
"215384","12","363","7072"
"143473","10","122","7072"
"420851","0","182","7072"
"33466","0","144","7070"
"939733","2","172","7069"
"10893","20","319","7069"
"6805","65","144","7069"
"56039","5","43","7068"
"162634","11","359","7068"
"1968099","3","362","7066"
"396476","277","229","7065"
"43635","0","205","7064"
"8003","37","78","7063"
"8384","16","261","7062"
"384417","0","365","7060"
"110164","6","92","7060"
"371319","20","93","7060"
"6386","17","51","7059"
"141420","6","149","7058"
"986169","23","352","7057"
"103575","3","108","7057"
"987509","18","350","7056"
"44757","42","75","7055"
"212870","1","263","7054"
"178488","4","233","7054"
"469220","2","270","7054"
"498609","14","301","7053"
"897024","5","239","7053"
"324381","200","202","7053"
"138604","140","105","7053"
"8563","26","173","7052"
"456584","67","33","7052"
"714240","24","260","7051"
"507077","6","135","7051"
"293352","1","191","7050"
"63810","46","241","7049"
"323839","23","265","7049"
"680578","109","428","7049"
"6844","24","78","7049"
"344643","12","293","7049"
"170333","2","190","7048"
"209","97","77","7048"
"2056772","2","404","7047"
"648078","17","364","7047"
"63775","111","168","7046"
"283398","7","32","7046"
"492773","1","215","7044"
"244929","17","467","7044"
"13502","22","146","7044"
"116838","44","28","7043"
"161331","45","166","7041"
"240680","4","397","7040"
"651480","0","128","7038"
"103959","32","273","7036"
"1076305","1","173","7036"
"637669","18","275","7036"
"222170","0","308","7035"
"203968","17","117","7034"
"205233","17","397","7034"
"71200","76","193","7032"
"56753","73","237","7030"
"107409","190","184","7030"
"477245","3","83","7030"
"2604213","0","324","7030"
"1191425","9","245","7029"
"143605","14","192","7029"
"90559","8","204","7029"
"230561","21","104","7028"
"1768232","57","326","7024"
"290221","49","107","7023"
"202137","2","11","7021"
"894565","127","295","7021"
"247696","18","43","7020"
"1388192","4","410","7020"
"8677","38","72","7019"
"67386","52","154","7018"
"46","10","55","7017"
"413414","127","124","7016"
"210130","10","38","7016"
"5066","2","54","7015"
"8976","34","206","7013"
"33052","52","280","7011"
"484082","237","414","7011"
"304151","379","69","7010"
"142983","7","90","7009"
"213469","69","227","7009"
"613004","65","316","7008"
"461347","1","133","7006"
"1023687","15","306","7006"
"584440","78","186","7005"
"501196","8","389","7004"
"376743","0","191","7002"
"694652","19","374","7001"
"207838","0","213","7001"
"179138","15","135","7001"
"175109","23","137","7001"
"157672","7","229","7000"
"116166","5","241","7000"
"12113","87","163","6999"
"367141","101","325","6998"
"5897","11","53","6997"
"147407","5","277","6996"
"1115554","11","333","6991"
"1490","49","164","6991"
"108869","429","14","6990"
"721283","4","180","6990"
"65313","182","75","6987"
"1109017","0","173","6987"
"231211","35","119","6983"
"217588","21","204","6983"
"90236","31","183","6982"
"295800","4","13","6981"
"874888","0","212","6979"
"42024","251","9","6978"
"2823","17","219","6978"
"459379","6","321","6977"
"134252","41","207","6976"
"90826","12","69","6976"
"667767","16","98","6976"
"378044","8","106","6975"
"760656","0","372","6975"
"1039952","79","367","6973"
"23424","25","110","6972"
"75801","53","259","6970"
"326370","95","362","6967"
"9443","19","212","6965"
"574799","29","223","6965"
"122321","1","155","6964"
"2958","23","136","6964"
"11069","4","163","6963"
"223339","4","240","6961"
"181481","5","101","6961"
"40307","12","151","6960"
"991788","397","146","6959"
"1164491","0","233","6959"
"406691","1","275","6958"
"1250873","0","196","6956"
"69636","196","249","6955"
"454470","3","235","6955"
"184112","0","319","6955"
"40191","0","40","6955"
"742469","12","146","6953"
"791538","0","52","6952"
"429982","15","285","6952"
"18419","4","70","6951"
"770984","12","260","6951"
"1697109","5","150","6950"
"959041","1","338","6950"
"7190","1","47","6950"
"69527","26","206","6950"
"125278","116","149","6950"
"72896","7","203","6949"
"15099","2","185","6947"
"788770","28","280","6947"
"24970","6","158","6945"
"173197","23","79","6945"
"98204","160","273","6945"
"373674","518","5","6944"
"25498","28","114","6943"
"1477076","0","443","6942"
"2063","0","11","6942"
"222901","1","282","6942"
"225808","136","314","6941"
"970543","0","328","6941"
"104774","8","402","6941"
"69993","107","184","6939"
"97901","265","34","6939"
"232175","37","243","6939"
"29403","32","129","6937"
"85467","20","110","6935"
"23252","2","169","6935"
"1321","4","177","6935"
"685","61","303","6933"
"773113","5","269","6933"
"984393","10","244","6932"
"501171","326","108","6931"
"2766","11","96","6930"
"1137379","0","252","6929"
"1101070","0","199","6929"
"1016435","0","487","6929"
"1622894","16","374","6929"
"109302","15","248","6928"
"1180785","31","265","6928"
"75328","17","147","6927"
"80002","594","55","6926"
"472300","307","11","6926"
"1253219","14","312","6925"
"25732","26","184","6925"
"233014","3","179","6924"
"867603","12","279","6924"
"277021","43","310","6923"
"985949","162","291","6923"
"694331","51","162","6921"
"239378","39","305","6920"
"1023609","17","375","6920"
"575497","14","150","6920"
"1591","0","268","6919"
"125523","4","210","6919"
"2396539","72","528","6919"
"1625737","5","307","6918"
"568635","7","283","6918"
"49407","27","93","6918"
"384483","9","61","6917"
"452830","56","208","6917"
"479167","10","168","6916"
"26327","176","108","6915"
"69059","3","32","6914"
"47645","115","154","6913"
"202919","56","176","6913"
"117839","52","210","6910"
"1947286","9","269","6910"
"1679084","81","519","6910"
"119212","9","202","6909"
"607163","30","284","6909"
"107565","85","284","6908"
"683080","0","247","6908"
"44563","14","22","6907"
"736937","18","303","6906"
"643500","0","398","6904"
"552139","31","359","6904"
"417747","0","339","6904"
"435951","287","8","6901"
"1248114","24","499","6901"
"235600","18","101","6900"
"27512","6","149","6900"
"279614","0","80","6898"
"53487","9","148","6897"
"1560853","1","391","6897"
"86643","18","203","6896"
"15852","32","253","6894"
"21981","132","121","6894"
"1159472","9","224","6893"
"154513","44","380","6893"
"171134","25","214","6892"
"84424","289","90","6891"
"151097","17","294","6891"
"23915","0","221","6889"
"331473","5","164","6888"
"367985","111","186","6888"
"53166","9","49","6887"
"3797","342","263","6887"
"15454","8","95","6887"
"6848","5","109","6887"
"310001","23","155","6886"
"624884","189","241","6886"
"267482","13","292","6885"
"13892","7","24","6883"
"1517161","0","153","6882"
"15061","14","67","6881"
"1363921","8","326","6881"
"125921","140","119","6881"
"56621","23","65","6879"
"909","25","110","6879"
"761095","6","273","6879"
"12523","9","124","6878"
"4243","15","121","6877"
"141661","5","199","6875"
"642626","32","238","6874"
"52175","19","41","6873"
"58505","84","107","6872"
"1193335","10","196","6872"
"4653","1624","94","6871"
"2233","22","37","6869"
"352432","26","14","6869"
"257645","5","401","6868"
"456813","29","228","6867"
"612202","32","243","6867"
"25737","8","209","6867"
"257558","230","39","6867"
"516167","7","412","6865"
"693207","8","250","6865"
"1323","7","99","6865"
"7407","11","73","6864"
"246114","220","6","6863"
"205934","3","174","6862"
"1790982","47","283","6862"
"272424","19","286","6861"
"151238","11","148","6861"
"18811","94","197","6860"
"198501","3","202","6860"
"30809","15","182","6859"
"2038768","0","408","6859"
"162684","24","284","6858"
"394868","141","155","6857"
"120753","10","415","6856"
"315862","3","199","6856"
"514065","47","318","6855"
"11589","42","280","6854"
"1324033","24","234","6854"
"92854","4","80","6851"
"8458","19","106","6851"
"232361","1","120","6850"
"54506","82","437","6849"
"112196","13","130","6847"
"985","32","46","6846"
"189551","24","61","6846"
"276","37","91","6846"
"803739","45","304","6845"
"41165","3","30","6844"
"754393","5","318","6844"
"680786","3","311","6844"
"1820286","6","333","6843"
"307989","48","44","6842"
"1472331","3","288","6842"
"1578925","7","225","6842"
"435093","94","140","6840"
"1028599","3","46","6840"
"185171","8","185","6840"
"238948","187","93","6840"
"673924","69","252","6838"
"480674","0","158","6838"
"98046","30","12","6838"
"182467","6","123","6837"
"1930838","25","203","6837"
"79965","7","133","6837"
"151212","23","166","6836"
"157027","261","21","6836"
"152422","34","284","6835"
"7376","41","232","6835"
"105066","134","186","6834"
"464257","24","216","6833"
"914466","1","317","6832"
"19500","34","277","6832"
"201482","141","103","6829"
"43792","144","49","6829"
"47680","47","125","6829"
"715269","31","575","6828"
"16005","5","79","6826"
"11687","13","71","6826"
"39904","3","235","6826"
"3215","2","93","6825"
"1907906","5","383","6825"
"27358","121","150","6825"
"255363","17","342","6822"
"383635","8","240","6819"
"223440","20","204","6818"
"497397","10","138","6818"
"754233","6","282","6818"
"516256","0","141","6816"
"2649012","7","561","6814"
"39648","30","137","6813"
"14738","1","262","6813"
"171490","2","20","6812"
"34437","0","159","6811"
"1051783","18","309","6810"
"852548","6","252","6809"
"11387","64","54","6807"
"27968","20","242","6807"
"317937","69","287","6807"
"118500","70","502","6803"
"1495902","2","301","6803"
"306030","9","390","6802"
"284758","259","250","6798"
"1862225","0","381","6797"
"881635","230","297","6797"
"585456","69","157","6796"
"258400","18","242","6796"
"1220971","0","241","6796"
"17917","19","84","6796"
"9555","0","252","6794"
"1017768","1","31","6794"
"814761","9","300","6793"
"603256","17","279","6793"
"15690","5","46","6791"
"245603","2","117","6791"
"527968","3","152","6791"
"915064","91","345","6790"
"65124","16","5","6790"
"408390","13","271","6787"
"110177","3","126","6787"
"7418","7","90","6786"
"147937","34","273","6786"
"1366527","3","376","6785"
"2128","134","40","6784"
"380579","53","214","6784"
"65778","7","62","6784"
"90742","15","217","6782"
"920539","4","389","6782"
"349524","2","261","6781"
"158502","45","187","6781"
"252704","26","204","6779"
"857238","8","194","6779"
"193453","0","419","6778"
"403390","70","113","6778"
"1310467","12","619","6776"
"281669","6","245","6775"
"66975","316","29","6774"
"15570","9","131","6774"
"1113246","1","291","6774"
"47064","29","206","6773"
"78613","15","290","6773"
"1037210","75","196","6773"
"11181","0","172","6773"
"1815797","0","273","6772"
"12719","3","219","6772"
"1168908","12","447","6772"
"223880","5","261","6771"
"499609","17","147","6771"
"148","4","55","6771"
"701879","12","361","6770"
"9796","17","336","6769"
"43217","63","99","6769"
"53587","30","223","6769"
"264476","2","213","6768"
"110202","13","167","6767"
"389099","12","249","6767"
"468763","23","240","6767"
"694641","1","296","6766"
"4196","53","31","6766"
"1114966","13","199","6765"
"2568341","1","385","6764"
"2138016","11","279","6763"
"20131","5","48","6763"
"112705","48","187","6762"
"165452","1","142","6762"
"135850","18","154","6761"
"2799","51","168","6759"
"54283","13","131","6758"
"42005","67","98","6756"
"31884","9","288","6755"
"370290","18","260","6755"
"199607","23","135","6754"
"416224","35","170","6753"
"767730","4","283","6753"
"25111","10","162","6752"
"293147","0","298","6751"
"108168","2","95","6750"
"12695","8","201","6749"
"936643","13","259","6749"
"443341","7","272","6749"
"3233","30","65","6748"
"437039","400","61","6748"
"590531","10","55","6748"
"993547","3","381","6746"
"1530938","3","373","6745"
"445976","0","241","6744"
"118091","127","170","6744"
"855532","0","208","6743"
"10429","11","92","6743"
"7230","0","63","6743"
"920607","17","175","6743"
"919545","83","340","6742"
"172599","1","183","6742"
"419116","115","62","6742"
"84458","36","30","6739"
"431880","62","141","6738"
"187350","32","177","6738"
"706780","297","151","6737"
"815073","7","289","6737"
"592495","23","290","6736"
"19719","13","144","6736"
"261050","1","339","6736"
"372551","18","166","6735"
"13986","16","165","6735"
"177534","16","221","6735"
"3041","22","80","6734"
"551045","15","275","6733"
"1275871","12","373","6733"
"52239","81","196","6732"
"1036500","27","153","6730"
"304673","15","172","6729"
"895215","8","265","6729"
"19273","0","96","6728"
"217880","32","246","6727"
"166303","73","122","6725"
"861679","102","316","6725"
"5035","9","52","6724"
"29493","57","136","6724"
"4660","8","153","6724"
